accession,label,subclass,neg_family,name,source,structure_source,confidence_score,source_filename,original_structure_path
A0A3E0AUH7,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A3E0AUH7.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A3E0AUH7.pdb
A0A3N1UG10,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A3N1UG10.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A3N1UG10.pdb
A0A3R9QGT2,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A3R9QGT2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A3R9QGT2.pdb
A0A495WIK7,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase",UniProt,afdb,,A0A495WIK7.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A495WIK7.pdb
A0A4P6ZH89,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase (EC 3.1.4.55)",UniProt,afdb,,A0A4P6ZH89.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A4P6ZH89.pdb
A0A4R2RH94,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase",UniProt,afdb,,A0A4R2RH94.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A4R2RH94.pdb
A0A4R3JGP8,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase",UniProt,afdb,,A0A4R3JGP8.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A4R3JGP8.pdb
A0A4R3YFP8,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A4R3YFP8.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A4R3YFP8.pdb
A0A4R6E9R2,hard_negative,,phosphodiesterase,"3',5'-cyclic-nucleotide phosphodiesterase",UniProt,afdb,,A0A4R6E9R2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A4R6E9R2.pdb
A0A4R6QSJ8,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A4R6QSJ8.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A4R6QSJ8.pdb
A0A4R8MI43,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase",UniProt,afdb,,A0A4R8MI43.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A4R8MI43.pdb
A0A4R8MS49,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A4R8MS49.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A4R8MS49.pdb
A0A4U5UTM1,hard_negative,,phosphodiesterase,Zinc phosphodiesterase ELAC protein 1,UniProt,afdb,,A0A4U5UTM1.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A4U5UTM1.pdb
A0A517NH52,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase (EC 3.1.4.55)",UniProt,afdb,,A0A517NH52.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A517NH52.pdb
A0A518HTI5,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase (EC 3.1.4.55)",UniProt,afdb,,A0A518HTI5.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A518HTI5.pdb
A0A557QX23,hard_negative,,phosphodiesterase,"3',5'-cyclic-nucleotide phosphodiesterase",UniProt,afdb,,A0A557QX23.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A557QX23.pdb
A0A562JFU5,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A562JFU5.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A562JFU5.pdb
A0A5C5CIR5,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase (EC 3.1.4.55)",UniProt,afdb,,A0A5C5CIR5.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A5C5CIR5.pdb
A0A5C5X4V6,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase (EC 3.1.4.55)",UniProt,afdb,,A0A5C5X4V6.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A5C5X4V6.pdb
A0A5C5YPS2,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase (EC 3.1.4.55)",UniProt,afdb,,A0A5C5YPS2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A5C5YPS2.pdb
A0A5C6D8X4,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase (EC 3.1.4.55)",UniProt,afdb,,A0A5C6D8X4.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A5C6D8X4.pdb
A0A5Q0UHR5,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase (EC 3.1.4.55)",UniProt,afdb,,A0A5Q0UHR5.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A5Q0UHR5.pdb
A0A656QB56,hard_negative,,phosphodiesterase,"3',5'-cyclic-nucleotide phosphodiesterase",UniProt,afdb,,A0A656QB56.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A656QB56.pdb
A0A657LY74,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A657LY74.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A657LY74.pdb
A0A6S6XWU9,hard_negative,,phosphodiesterase,"3',5'-cyclic-nucleotide phosphodiesterase",UniProt,afdb,,A0A6S6XWU9.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A6S6XWU9.pdb
A0A7M1AZ87,hard_negative,,phosphodiesterase,"3',5'-cyclic-nucleotide phosphodiesterase",UniProt,afdb,,A0A7M1AZ87.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A7M1AZ87.pdb
A0A7R5L465,hard_negative,,phosphodiesterase,Zinc phosphodiesterase ELAC protein 1 isoform X3,UniProt,afdb,,A0A7R5L465.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A7R5L465.pdb
A0A7W6GJP6,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A7W6GJP6.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A7W6GJP6.pdb
A0A7W6MX61,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase (EC 3.1.4.55)",UniProt,afdb,,A0A7W6MX61.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A7W6MX61.pdb
A0A7W7N3W9,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase (EC 3.1.4.55)",UniProt,afdb,,A0A7W7N3W9.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A7W7N3W9.pdb
A0A7W9SXC1,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase (EC 3.1.4.55)",UniProt,afdb,,A0A7W9SXC1.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A7W9SXC1.pdb
A0A7W9W6C5,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase (EC 3.1.4.55)",UniProt,afdb,,A0A7W9W6C5.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A7W9W6C5.pdb
A0A7Y9JAM2,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A7Y9JAM2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A7Y9JAM2.pdb
A0A7Y9LNS3,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A7Y9LNS3.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A7Y9LNS3.pdb
A0A835NGY8,hard_negative,,phosphodiesterase,Zinc phosphodiesterase ELAC protein 1,UniProt,afdb,,A0A835NGY8.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A835NGY8.pdb
A0A840DTI9,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase (EC 3.1.4.55)",UniProt,afdb,,A0A840DTI9.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A840DTI9.pdb
A0A840MS67,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A840MS67.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A840MS67.pdb
A0A8D4VRK5,hard_negative,,phosphodiesterase,"3',5'-cyclic-nucleotide phosphodiesterase",UniProt,afdb,,A0A8D4VRK5.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A8D4VRK5.pdb
A0A8G2F3V7,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A8G2F3V7.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A8G2F3V7.pdb
A0A8J7R7A9,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase (EC 3.1.4.55)",UniProt,afdb,,A0A8J7R7A9.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A8J7R7A9.pdb
A0A918J465,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A918J465.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A918J465.pdb
A0A923M675,hard_negative,,phosphodiesterase,"3',5'-cyclic-nucleotide phosphodiesterase",UniProt,afdb,,A0A923M675.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A923M675.pdb
A0A9X0CSG6,hard_negative,,phosphodiesterase,Zinc phosphodiesterase ELAC protein 1 (EC 3.1.26.11),UniProt,afdb,,A0A9X0CSG6.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A9X0CSG6.pdb
A0AA94IUY0,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase",UniProt,afdb,,A0AA94IUY0.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0AA94IUY0.pdb
A0AA96JX48,hard_negative,,phosphodiesterase,"3',5'-cyclic-nucleotide phosphodiesterase",UniProt,afdb,,A0AA96JX48.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0AA96JX48.pdb
A0AAN4R181,hard_negative,,phosphodiesterase,"3',5'-cyclic-nucleotide phosphodiesterase",UniProt,afdb,,A0AAN4R181.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0AAN4R181.pdb
A0AAW3TW15,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase (EC 3.1.4.55)",UniProt,afdb,,A0AAW3TW15.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0AAW3TW15.pdb
A0AAX2F6N7,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0AAX2F6N7.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0AAX2F6N7.pdb
A0A1I5QUZ2,hard_negative,,lactonase,L-ascorbate 6-phosphate lactonase,UniProt,afdb,,A0A1I5QUZ2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1I5QUZ2.pdb
A0A508T8M4,hard_negative,,lactonase,N-acyl homoserine lactonase (EC 3.1.1.81),UniProt,afdb,,A0A508T8M4.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A508T8M4.pdb
A0A4P6JKW3,hard_negative,,lactonase,N-acyl homoserine lactonase family protein,UniProt,afdb,,A0A4P6JKW3.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A4P6JKW3.pdb
A0A3S8U7P6,hard_negative,,lactonase,N-acyl homoserine lactonase family protein,UniProt,afdb,,A0A3S8U7P6.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A3S8U7P6.pdb
A0A1Y5SDN3,hard_negative,,lactonase,N-acyl homoserine lactonase (EC 3.1.1.81),UniProt,afdb,,A0A1Y5SDN3.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1Y5SDN3.pdb
A0A1G8ZNX2,hard_negative,,lactonase,L-ascorbate 6-phosphate lactonase,UniProt,afdb,,A0A1G8ZNX2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1G8ZNX2.pdb
A0A133Q315,hard_negative,,lactonase,L-ascorbate 6-phosphate lactonase (EC 3.1.1.-),UniProt,afdb,,A0A133Q315.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A133Q315.pdb
A0A963YXC9,hard_negative,,lactonase,N-acyl homoserine lactonase family protein,UniProt,afdb,,A0A963YXC9.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A963YXC9.pdb
A0A194V3A3,hard_negative,,lactonase,N-acyl homoserine lactonase AttM,UniProt,afdb,,A0A194V3A3.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A194V3A3.pdb
A0A3R8Q5C0,hard_negative,,lactonase,N-acyl homoserine lactonase family protein,UniProt,afdb,,A0A3R8Q5C0.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A3R8Q5C0.pdb
A0A430A0G4,hard_negative,,lactonase,L-ascorbate 6-phosphate lactonase,UniProt,afdb,,A0A430A0G4.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A430A0G4.pdb
A0A387HF14,hard_negative,,lactonase,Putative L-ascorbate-6-phosphate lactonase UlaG (EC 3.1.1.-),UniProt,afdb,,A0A387HF14.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A387HF14.pdb
A0A941EXN1,hard_negative,,lactonase,N-acyl homoserine lactonase family protein,UniProt,afdb,,A0A941EXN1.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A941EXN1.pdb
A0A3S0KV03,hard_negative,,lactonase,N-acyl homoserine lactonase family protein,UniProt,afdb,,A0A3S0KV03.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A3S0KV03.pdb
A0AA35RBV4,hard_negative,,lactonase,Probable quorum-quenching lactonase YtnP,UniProt,afdb,,A0AA35RBV4.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0AA35RBV4.pdb
A0A511N6S9,hard_negative,,lactonase,N-acyl homoserine lactonase family protein,UniProt,afdb,,A0A511N6S9.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A511N6S9.pdb
A0A2A6J3C8,hard_negative,,lactonase,quorum-quenching N-acyl-homoserine lactonase (EC 3.1.1.81),UniProt,afdb,,A0A2A6J3C8.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A2A6J3C8.pdb
A0A2M9XPP3,hard_negative,,lactonase,N-acyl homoserine lactonase family protein,UniProt,afdb,,A0A2M9XPP3.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A2M9XPP3.pdb
A0A963Z632,hard_negative,,lactonase,N-acyl homoserine lactonase family protein,UniProt,afdb,,A0A963Z632.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A963Z632.pdb
A0A7G7MNS9,hard_negative,,lactonase,N-acyl homoserine lactonase family protein,UniProt,afdb,,A0A7G7MNS9.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A7G7MNS9.pdb
A0A511N681,hard_negative,,lactonase,N-acyl homoserine lactonase,UniProt,afdb,,A0A511N681.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A511N681.pdb
A0A2C6WL85,hard_negative,,lactonase,N-acyl homoserine lactonase family protein,UniProt,afdb,,A0A2C6WL85.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A2C6WL85.pdb
A0A3N6SGM9,hard_negative,,lactonase,L-ascorbate 6-phosphate lactonase,UniProt,afdb,,A0A3N6SGM9.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A3N6SGM9.pdb
A0A7C9RK31,hard_negative,,lactonase,N-acyl homoserine lactonase family protein,UniProt,afdb,,A0A7C9RK31.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A7C9RK31.pdb
A0A1G8TRA5,hard_negative,,lactonase,L-ascorbate 6-phosphate lactonase,UniProt,afdb,,A0A1G8TRA5.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1G8TRA5.pdb
A0A177HNH4,hard_negative,,lactonase,Putative quorum-quenching lactonase YtnP (EC 3.1.1.-),UniProt,afdb,,A0A177HNH4.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A177HNH4.pdb
A0A853FB61,hard_negative,,lactonase,N-acyl homoserine lactonase family protein,UniProt,afdb,,A0A853FB61.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A853FB61.pdb
A0A1C7M4V3,hard_negative,,lactonase,N-acyl homoserine lactonase AttM,UniProt,afdb,,A0A1C7M4V3.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1C7M4V3.pdb
A0A7W7HT93,hard_negative,,lactonase,N-acyl homoserine lactone hydrolase (EC 3.1.1.81),UniProt,afdb,,A0A7W7HT93.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A7W7HT93.pdb
A0A7H0GKS3,hard_negative,,lactonase,N-acyl homoserine lactonase family protein,UniProt,afdb,,A0A7H0GKS3.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A7H0GKS3.pdb
A0A4U8Q812,hard_negative,,lactonase,Putative L-ascorbate-6-phosphate lactonase UlaG (EC 3.1.1.-),UniProt,afdb,,A0A4U8Q812.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A4U8Q812.pdb
F2YU82,hard_negative,,lactonase,quorum-quenching N-acyl-homoserine lactonase (EC 3.1.1.81),UniProt,afdb,,F2YU82.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/F2YU82.pdb
A0AAC9RQZ1,hard_negative,,lactonase,L-ascorbate 6-phosphate lactonase,UniProt,afdb,,A0AAC9RQZ1.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0AAC9RQZ1.pdb
A0A1S8T918,hard_negative,,lactonase,N-acyl homoserine lactonase AiiB (EC 3.1.1.81),UniProt,afdb,,A0A1S8T918.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1S8T918.pdb
A0A852R2E8,hard_negative,,lactonase,N-acyl homoserine lactone hydrolase (EC 3.1.1.81),UniProt,afdb,,A0A852R2E8.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A852R2E8.pdb
A0A0P1GBX2,hard_negative,,lactonase,N-acyl homoserine lactonase AttM (EC 3.1.1.81),UniProt,afdb,,A0A0P1GBX2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A0P1GBX2.pdb
A0A5B8W2A6,hard_negative,,lactonase,N-acyl homoserine lactonase family protein,UniProt,afdb,,A0A5B8W2A6.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A5B8W2A6.pdb
H0EPE4,hard_negative,,lactonase,Putative N-acyl homoserine lactonase,UniProt,afdb,,H0EPE4.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/H0EPE4.pdb
A0A7X0IIS3,hard_negative,,lactonase,L-ascorbate 6-phosphate lactonase (EC 3.1.1.-),UniProt,afdb,,A0A7X0IIS3.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A7X0IIS3.pdb
A0A372KNQ7,hard_negative,,lactonase,L-ascorbate 6-phosphate lactonase,UniProt,afdb,,A0A372KNQ7.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A372KNQ7.pdb
A0A0J6WHH6,hard_negative,,lactonase,Putative quorum-quenching lactonase YtnP (EC 3.1.1.-),UniProt,afdb,,A0A0J6WHH6.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A0J6WHH6.pdb
Q7B8C1,hard_negative,,lactonase,quorum-quenching N-acyl-homoserine lactonase (EC 3.1.1.81),UniProt,afdb,,Q7B8C1.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q7B8C1.pdb
A0A412PLA5,hard_negative,,lactonase,L-ascorbate 6-phosphate lactonase (EC 3.1.1.-),UniProt,afdb,,A0A412PLA5.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A412PLA5.pdb
A0A556AFC0,hard_negative,,lactonase,N-acyl homoserine lactonase family protein,UniProt,afdb,,A0A556AFC0.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A556AFC0.pdb
A0A0P7GRG3,hard_negative,,lactonase,Putative L-ascorbate 6-phosphate lactonase,UniProt,afdb,,A0A0P7GRG3.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A0P7GRG3.pdb
A0A430AK82,hard_negative,,lactonase,L-ascorbate 6-phosphate lactonase,UniProt,afdb,,A0A430AK82.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A430AK82.pdb
A0A1G6MXT4,hard_negative,,lactonase,L-ascorbate 6-phosphate lactonase,UniProt,afdb,,A0A1G6MXT4.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1G6MXT4.pdb
A0AA41UPK5,hard_negative,,lactonase,N-acyl homoserine lactonase family protein,UniProt,afdb,,A0AA41UPK5.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0AA41UPK5.pdb
R2SPG9,hard_negative,,lactonase,"L-ascorbate 6-phosphate lactonase, UlaG",UniProt,afdb,,R2SPG9.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/R2SPG9.pdb
A0A7Y2LYN4,hard_negative,,lactonase,N-acyl homoserine lactonase family protein,UniProt,afdb,,A0A7Y2LYN4.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A7Y2LYN4.pdb
A0A2N9BJ56,hard_negative,,lactonase,N-acyl homoserine lactonase (EC 3.1.1.81),UniProt,afdb,,A0A2N9BJ56.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A2N9BJ56.pdb
A0A838CVA6,hard_negative,,lactonase,N-acyl homoserine lactonase family protein,UniProt,afdb,,A0A838CVA6.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A838CVA6.pdb
A0A7W2A716,hard_negative,,lactonase,N-acyl homoserine lactonase family protein,UniProt,afdb,,A0A7W2A716.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A7W2A716.pdb
A0A3B0M742,hard_negative,,lactonase,N-acyl homoserine lactonase (EC 3.1.1.81),UniProt,afdb,,A0A3B0M742.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A3B0M742.pdb
A0A4V3Z522,hard_negative,,lactonase,N-acyl homoserine lactonase family protein,UniProt,afdb,,A0A4V3Z522.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A4V3Z522.pdb
A0A0L0N0J0,hard_negative,,lactonase,N-acyl homoserine lactonase,UniProt,afdb,,A0A0L0N0J0.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A0L0N0J0.pdb
A0A2S9XIX1,hard_negative,,lactonase,Putative quorum-quenching lactonase YtnP (EC 3.1.1.-),UniProt,afdb,,A0A2S9XIX1.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A2S9XIX1.pdb
A0A4P6JKQ4,hard_negative,,lactonase,N-acyl homoserine lactonase family protein,UniProt,afdb,,A0A4P6JKQ4.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A4P6JKQ4.pdb
A0A2P4NNR2,hard_negative,,lactonase,N-acyl homoserine lactonase family protein,UniProt,afdb,,A0A2P4NNR2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A2P4NNR2.pdb
A0AAE3SUG5,hard_negative,,lactonase,N-acyl homoserine lactonase family protein,UniProt,afdb,,A0AAE3SUG5.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0AAE3SUG5.pdb
A0A853DBB1,hard_negative,,lactonase,N-acyl homoserine lactone hydrolase (EC 3.1.1.81),UniProt,afdb,,A0A853DBB1.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A853DBB1.pdb
A0A4Y9LQZ2,hard_negative,,lactonase,N-acyl homoserine lactonase family protein,UniProt,afdb,,A0A4Y9LQZ2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A4Y9LQZ2.pdb
A0A3R9Y657,hard_negative,,lactonase,N-acyl homoserine lactonase family protein,UniProt,afdb,,A0A3R9Y657.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A3R9Y657.pdb
A0A6L9Y322,hard_negative,,lactonase,N-acyl homoserine lactonase family protein,UniProt,afdb,,A0A6L9Y322.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A6L9Y322.pdb
A0A089REM6,hard_negative,,lactonase,Ascorbate 6-phosphate lactonase,UniProt,afdb,,A0A089REM6.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A089REM6.pdb
A0A418ISH9,hard_negative,,lactonase,N-acyl homoserine lactonase family protein,UniProt,afdb,,A0A418ISH9.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A418ISH9.pdb
C6C6L9,hard_negative,,lactonase,L-ascorbate 6-phosphate lactonase,UniProt,afdb,,C6C6L9.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/C6C6L9.pdb
A0A5S9RB49,hard_negative,,lactonase,N-acyl homoserine lactonase AiiA (EC 3.1.1.81),UniProt,afdb,,A0A5S9RB49.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A5S9RB49.pdb
